task_type,delay_tokens,variant,seed,steps,parameter_count,final_train_loss,final_val_loss,final_val_ce_loss,final_answer_token_accuracy,final_answer_exact_accuracy,final_val_structural_energy,final_val_drift_loss,final_core_norm_mean,final_core_slot_norm_std,final_attractor_distance,final_slot_diversity_loss,final_slot_balance_loss,core_trace_path
multi_entity,32,specialized_core,42,300,132288,3.3630897998809814,3.1837134063243866,3.1719658374786377,0.1328125,0.1328125,0.1769144870340824,0.0,2.474647134542465,2.437413513660431,0.42061202973127365,0.9095840156078339,0.053034734446555376,outputs\experiments\phaseG_slot_scan\specialized_core\balance\slots_8\core_traces\delay32_specialized_core_seed42.json
multi_entity,32,specialized_core,43,300,132288,3.389296531677246,3.1639738976955414,3.152686297893524,0.1015625,0.1015625,0.1709634717553854,0.0,2.3487760722637177,2.4899172484874725,0.4134772717952728,0.8311293199658394,0.059525284450501204,outputs\experiments\phaseG_slot_scan\specialized_core\balance\slots_8\core_traces\delay32_specialized_core_seed43.json
