task_type,delay_tokens,variant,runs,mean_val_ce_loss,std_val_ce_loss,mean_answer_token_accuracy,std_answer_token_accuracy,mean_answer_exact_accuracy,std_answer_exact_accuracy,mean_val_structural_energy,mean_val_drift_loss,mean_core_norm_mean,mean_core_slot_norm_std,mean_attractor_distance,mean_slot_diversity_loss,mean_slot_balance_loss,mean_parameter_count
multi_entity,32,specialized_core,2,3.022564470767975,0.011552125215530396,0.09765625,0.02734375,0.09765625,0.02734375,0.06160484068095684,0.0,0.9332840964198112,1.810021735727787,0.24819574691355228,0.15881763957440853,0.0,136064.0
