variant,seed,steps,tokenizer,train_tokens,val_tokens,parameter_count,final_train_loss,final_train_ce_loss,final_val_loss,final_val_ce_loss,final_val_perplexity,final_val_conservation_loss,final_val_drift_loss,final_val_structural_energy,checkpoint_path,best_checkpoint_path
baseline,42,15000,bpe,3422909,183261,1280016,0.15787242352962494,0.15787242352962494,0.1476932868361473,0.1476932868361473,1.159157313027835,0.0,0.0,0.0,outputs\experiments\phaseD_long_context_formal\prose\seq_256\checkpoints\baseline_seed42_final.pt,outputs\experiments\phaseD_long_context_formal\prose\seq_256\checkpoints\baseline_seed42_best.pt
persistent_core,42,15000,bpe,3422909,183261,1261440,0.07392511516809464,0.07392511516809464,0.06022091060876846,0.06022091060876846,1.062071143414784,0.0724369514733553,0.0,0.2790078930556774,outputs\experiments\phaseD_long_context_formal\prose\seq_256\checkpoints\persistent_core_seed42_final.pt,outputs\experiments\phaseD_long_context_formal\prose\seq_256\checkpoints\persistent_core_seed42_best.pt
svf,42,15000,bpe,3422909,183261,1261440,0.0747060775756836,0.07455410063266754,0.05843938030302524,0.058204933814704415,1.0599321894012637,0.022855083364993332,0.00589504037052393,0.18349402397871017,outputs\experiments\phaseD_long_context_formal\prose\seq_256\checkpoints\svf_seed42_final.pt,outputs\experiments\phaseD_long_context_formal\prose\seq_256\checkpoints\svf_seed42_best.pt
baseline,43,15000,bpe,3422909,183261,1280016,0.15410363674163818,0.15410363674163818,0.1591118946671486,0.1591118946671486,1.1724691323844005,0.0,0.0,0.0,outputs\experiments\phaseD_long_context_formal\prose\seq_256\checkpoints\baseline_seed43_final.pt,outputs\experiments\phaseD_long_context_formal\prose\seq_256\checkpoints\baseline_seed43_best.pt
persistent_core,43,15000,bpe,3422909,183261,1261440,0.07688441872596741,0.07688441872596741,0.058212936483323575,0.058212936483323575,1.0599406717212747,0.07261156011372805,0.0,0.2772641025483608,outputs\experiments\phaseD_long_context_formal\prose\seq_256\checkpoints\persistent_core_seed43_final.pt,outputs\experiments\phaseD_long_context_formal\prose\seq_256\checkpoints\persistent_core_seed43_best.pt
svf,43,15000,bpe,3422909,183261,1261440,0.07127487659454346,0.07108831405639648,0.0591420728713274,0.058865304477512835,1.060632368687195,0.027214104775339365,0.004627236700616777,0.1928626850247383,outputs\experiments\phaseD_long_context_formal\prose\seq_256\checkpoints\svf_seed43_final.pt,outputs\experiments\phaseD_long_context_formal\prose\seq_256\checkpoints\svf_seed43_best.pt
baseline,44,15000,bpe,3422909,183261,1280016,0.15047085285186768,0.15047085285186768,0.15711197555065154,0.15711197555065154,1.1701266321393229,0.0,0.0,0.0,outputs\experiments\phaseD_long_context_formal\prose\seq_256\checkpoints\baseline_seed44_final.pt,outputs\experiments\phaseD_long_context_formal\prose\seq_256\checkpoints\baseline_seed44_best.pt
persistent_core,44,15000,bpe,3422909,183261,1261440,0.06654329597949982,0.06654329597949982,0.06007005292922259,0.06007005292922259,1.0619109339112967,0.09990798197686672,0.0,0.3287450551986694,outputs\experiments\phaseD_long_context_formal\prose\seq_256\checkpoints\persistent_core_seed44_final.pt,outputs\experiments\phaseD_long_context_formal\prose\seq_256\checkpoints\persistent_core_seed44_best.pt
svf,44,15000,bpe,3422909,183261,1261440,0.06611064076423645,0.06593204289674759,0.060455852560698985,0.06021544169634581,1.062065335056597,0.02349670245312154,0.005443606851622462,0.1868169665336609,outputs\experiments\phaseD_long_context_formal\prose\seq_256\checkpoints\svf_seed44_final.pt,outputs\experiments\phaseD_long_context_formal\prose\seq_256\checkpoints\svf_seed44_best.pt
