delay_tokens,variant,seed,trace_count,slot_count,slot_usage_entropy,normalized_slot_usage_entropy,dominant_slot_fraction,mean_slot_routing_entropy,mean_slot_read_entropy,mean_offdiag_cosine,max_offdiag_cosine,min_offdiag_cosine,mean_slot_norm_std,mean_core_norm
32,specialized_core,42,32,3,-0.0,-0.0,1.0,0.8355374925881985,0.0011859445249231668,0.9578035391205528,0.984218086541771,0.9170055649118148,2.6445743681353253,4.070093989372253
32,specialized_core,43,32,3,-0.0,-0.0,1.0,0.9425160340871898,0.0001367953119709233,0.9762678754099267,0.9949437523566599,0.9548393037550187,2.4777699949277565,4.2892158925533295
