task_type,delay_tokens,variant,seed,steps,parameter_count,final_train_loss,final_val_loss,final_val_ce_loss,final_answer_token_accuracy,final_answer_exact_accuracy,final_val_structural_energy,final_val_drift_loss,final_core_norm_mean,final_core_slot_norm_std,final_attractor_distance,final_slot_diversity_loss,final_slot_balance_loss,core_trace_path
multi_entity,32,specialized_core,42,300,131008,3.3888001441955566,3.202806383371353,3.1876875162124634,0.1328125,0.1328125,0.368125781416893,0.0,4.0677947998046875,3.243264824151993,0.6067337095737457,0.9174850359559059,0.11888125911355019,outputs\experiments\phaseG_slot_scan\specialized_core\balance\slots_3\core_traces\delay32_specialized_core_seed42.json
multi_entity,32,specialized_core,43,300,131008,3.452073097229004,3.205526977777481,3.1907622516155243,0.1640625,0.1640625,0.3833637200295925,0.0,4.290213644504547,3.032076895236969,0.6191637292504311,0.9534528627991676,0.10460380092263222,outputs\experiments\phaseG_slot_scan\specialized_core\balance\slots_3\core_traces\delay32_specialized_core_seed43.json
