task_type,delay_tokens,variant,seed,steps,parameter_count,final_train_loss,final_val_loss,final_val_ce_loss,final_answer_token_accuracy,final_answer_exact_accuracy,final_val_structural_energy,final_val_drift_loss,final_core_norm_mean,final_core_slot_norm_std,final_attractor_distance,final_slot_diversity_loss,final_slot_balance_loss,core_trace_path
multi_entity,32,specialized_core,42,300,131264,3.3379812240600586,3.1716529428958893,3.1637056171894073,0.125,0.125,0.2626142241060734,0.0,2.8853551149368286,3.3628614842891693,0.5124590024352074,0.7947326600551605,0.0,outputs\experiments\phaseG_slot_scan\specialized_core\nobalance\slots_4\core_traces\delay32_specialized_core_seed42.json
multi_entity,32,specialized_core,43,300,131264,3.458097457885742,3.2498463690280914,3.2439166009426117,0.1640625,0.1640625,0.25766943767666817,0.0,2.7643502354621887,3.4349416494369507,0.5076115056872368,0.5929753184318542,0.0,outputs\experiments\phaseG_slot_scan\specialized_core\nobalance\slots_4\core_traces\delay32_specialized_core_seed43.json
