delay_tokens,variant,seed,trace_count,slot_count,slot_usage_entropy,normalized_slot_usage_entropy,dominant_slot_fraction,mean_slot_routing_entropy,mean_slot_read_entropy,mean_offdiag_cosine,max_offdiag_cosine,min_offdiag_cosine,mean_slot_norm_std,mean_core_norm
32,specialized_core,42,32,8,-0.0,-0.0,1.0,2.891407620218971e-10,3.1494827574554194e-05,0.5357355599654283,0.8211268606891041,0.2158534044524294,2.349709274216013,1.4393548667430878
32,specialized_core,43,32,8,-0.0,-0.0,1.0,2.891407620218971e-10,1.017224316535151e-05,0.22185545380476324,0.6993340163375427,-0.10544725159185123,2.437532996189086,1.4047501608729362
