task_type,delay_tokens,variant,seed,steps,parameter_count,final_train_loss,final_val_loss,final_val_ce_loss,final_answer_token_accuracy,final_answer_exact_accuracy,final_val_structural_energy,final_val_drift_loss,final_core_norm_mean,final_core_slot_norm_std,final_attractor_distance,final_slot_diversity_loss,final_slot_balance_loss,core_trace_path
multi_entity,32,specialized_core,42,300,132288,3.363236665725708,3.1685069799423218,3.16545769572258,0.1328125,0.1328125,0.11870967224240303,0.0,1.439650371670723,2.5127805173397064,0.3445426933467388,0.3049297071993351,0.0,outputs\experiments\phaseG_rank_study_formal_top1\specialized_core\nobalance_top1\slots_8\core_traces\delay32_specialized_core_seed42.json
multi_entity,32,specialized_core,43,300,132288,3.306579351425171,3.098781794309616,3.097887247800827,0.0859375,0.0859375,0.12366739567369223,0.0,1.4047383069992065,2.6057987213134766,0.351663738489151,0.08944937773048878,0.0,outputs\experiments\phaseG_rank_study_formal_top1\specialized_core\nobalance_top1\slots_8\core_traces\delay32_specialized_core_seed43.json
