task_type,delay_tokens,variant,runs,mean_val_ce_loss,std_val_ce_loss,mean_answer_token_accuracy,std_answer_token_accuracy,mean_answer_exact_accuracy,std_answer_exact_accuracy,mean_val_structural_energy,mean_val_drift_loss,mean_core_norm_mean,mean_core_slot_norm_std,mean_attractor_distance,mean_slot_diversity_loss,mean_slot_balance_loss,mean_parameter_count
multi_entity,32,specialized_core,2,3.0469625145196915,0.010129079222679138,0.109375,0.03125,0.109375,0.03125,0.1402890169993043,0.0,1.9044581353664398,2.4712496399879456,0.374543447047472,0.7007877342402935,0.0,134016.0
