delay_tokens,variant,seed,trace_count,slot_count,slot_usage_entropy,normalized_slot_usage_entropy,dominant_slot_fraction,mean_slot_routing_entropy,mean_slot_read_entropy,mean_offdiag_cosine,max_offdiag_cosine,min_offdiag_cosine,mean_slot_norm_std,mean_core_norm
32,specialized_core,42,32,8,-0.0,-0.0,1.0,1.0845778348009754,1.8520083369821374e-05,0.8985047037733763,0.9953249362186847,0.6961325506601442,2.272139967610134,1.9838159158825874
32,specialized_core,43,32,8,-0.0,-0.0,1.0,0.8442120243382283,5.586389734500104e-07,0.7397575125073762,0.9970759178050167,0.19068375769220425,2.350467382326805,1.8258900009095669
