variant,runs,mean_val_loss,std_val_loss,mean_val_ce_loss,std_val_ce_loss,mean_val_perplexity,std_val_perplexity,mean_train_loss,mean_train_ce_loss,mean_val_conservation_loss,mean_val_drift_loss,mean_val_structural_energy,mean_parameter_count,best_seed,best_val_ce_loss
svf,3,0.09635792300105095,0.001838551872877192,0.09612517667313418,0.0018559811320376807,1.100898757282321,0.0020419437948086283,0.09756750365098317,0.09741094460090001,0.02284447092873355,0.004301624186336994,0.18053532789150872,1294208.0,42,0.09350893422961234
persistent_core,3,0.10029001360138257,0.000976417495824915,0.10029001360138257,0.000976417495824915,1.105492006258441,0.00107979159781511,0.10350601375102997,0.10350601375102997,0.1439787014077107,0.0,0.3909721180796623,1294208.0,44,0.09955377019941807
baseline,3,0.14864135434230166,0.002747767219986709,0.14864135434230166,0.002747767219986709,1.1602611726831837,0.0031870966033579725,0.14403748512268066,0.14403748512268066,0.0,0.0,0.0,1316880.0,42,0.145079056173563
