variant,seed,steps,tokenizer,train_tokens,val_tokens,parameter_count,final_train_loss,final_train_ce_loss,final_val_loss,final_val_ce_loss,final_val_perplexity,final_val_conservation_loss,final_val_drift_loss,final_val_structural_energy,checkpoint_path,best_checkpoint_path
baseline,42,15000,bpe,3422909,183261,1316880,0.14266639947891235,0.14266639947891235,0.145079056173563,0.145079056173563,1.1561309659455832,0.0,0.0,0.0,outputs\experiments\phaseD_long_context_formal\prose\seq_512\checkpoints\baseline_seed42_final.pt,outputs\experiments\phaseD_long_context_formal\prose\seq_512\checkpoints\baseline_seed42_best.pt
persistent_core,42,15000,bpe,3422909,183261,1294208,0.10115461051464081,0.10115461051464081,0.09964643083512784,0.09964643083512784,1.104780232788308,0.13566297106444836,0.0,0.38043815940618514,outputs\experiments\phaseD_long_context_formal\prose\seq_512\checkpoints\persistent_core_seed42_final.pt,outputs\experiments\phaseD_long_context_formal\prose\seq_512\checkpoints\persistent_core_seed42_best.pt
svf,42,15000,bpe,3422909,183261,1294208,0.09574684500694275,0.09557012468576431,0.09376835227012634,0.09350893422961234,1.0980204132639686,0.025449214782565833,0.004925493756309152,0.17833507880568505,outputs\experiments\phaseD_long_context_formal\prose\seq_512\checkpoints\svf_seed42_final.pt,outputs\experiments\phaseD_long_context_formal\prose\seq_512\checkpoints\svf_seed42_best.pt
baseline,43,15000,bpe,3422909,183261,1316880,0.14617374539375305,0.14617374539375305,0.1490779362618923,0.1490779362618923,1.1607634512482348,0.0,0.0,0.0,outputs\experiments\phaseD_long_context_formal\prose\seq_512\checkpoints\baseline_seed43_final.pt,outputs\experiments\phaseD_long_context_formal\prose\seq_512\checkpoints\baseline_seed43_best.pt
persistent_core,43,15000,bpe,3422909,183261,1294208,0.10566779971122742,0.10566779971122742,0.10166983976960182,0.10166983976960182,1.107017918094725,0.15562619566917418,0.0,0.4052544668316841,outputs\experiments\phaseD_long_context_formal\prose\seq_512\checkpoints\persistent_core_seed43_final.pt,outputs\experiments\phaseD_long_context_formal\prose\seq_512\checkpoints\persistent_core_seed43_best.pt
svf,43,15000,bpe,3422909,183261,1294208,0.09801948070526123,0.09786710143089294,0.09785519801080227,0.0976162064820528,1.1025395563624658,0.023421725537627936,0.004773983801715076,0.18684678226709367,outputs\experiments\phaseD_long_context_formal\prose\seq_512\checkpoints\svf_seed43_final.pt,outputs\experiments\phaseD_long_context_formal\prose\seq_512\checkpoints\svf_seed43_best.pt
baseline,44,15000,bpe,3422909,183261,1316880,0.1432723104953766,0.1432723104953766,0.15176707059144973,0.15176707059144973,1.163889100855733,0.0,0.0,0.0,outputs\experiments\phaseD_long_context_formal\prose\seq_512\checkpoints\baseline_seed44_final.pt,outputs\experiments\phaseD_long_context_formal\prose\seq_512\checkpoints\baseline_seed44_best.pt
persistent_core,44,15000,bpe,3422909,183261,1294208,0.10369563102722168,0.10369563102722168,0.09955377019941807,0.09955377019941807,1.1046778678922897,0.14064693748950957,0.0,0.3872237280011177,outputs\experiments\phaseD_long_context_formal\prose\seq_512\checkpoints\persistent_core_seed44_final.pt,outputs\experiments\phaseD_long_context_formal\prose\seq_512\checkpoints\persistent_core_seed44_best.pt
svf,44,15000,bpe,3422909,183261,1294208,0.09893618524074554,0.09879560768604279,0.09745021872222423,0.09725038930773736,1.1021363022205286,0.019662472466006876,0.0032053950009867547,0.1764241226017475,outputs\experiments\phaseD_long_context_formal\prose\seq_512\checkpoints\svf_seed44_final.pt,outputs\experiments\phaseD_long_context_formal\prose\seq_512\checkpoints\svf_seed44_best.pt
