variant,runs,mean_val_loss,std_val_loss,mean_val_ce_loss,std_val_ce_loss,mean_val_perplexity,std_val_perplexity,mean_train_loss,mean_train_ce_loss,mean_val_conservation_loss,mean_val_drift_loss,mean_val_structural_energy,mean_parameter_count,best_seed,best_val_ce_loss
persistent_core,3,0.029645937153448664,0.0008791370083935064,0.029645937153448664,0.0008791370083935064,1.0300901510208038,0.0009058713986138164,0.04281990850965182,0.04281990850965182,0.06483746406932672,0.0,0.2647450163960457,1244544.0,43,0.029008426796644927
