task_type,delay_tokens,variant,runs,mean_val_ce_loss,std_val_ce_loss,mean_answer_token_accuracy,std_answer_token_accuracy,mean_answer_exact_accuracy,std_answer_exact_accuracy,mean_val_structural_energy,mean_val_drift_loss,mean_core_norm_mean,mean_core_slot_norm_std,mean_attractor_distance,mean_slot_diversity_loss,mean_slot_balance_loss,mean_parameter_count
multi_entity,32,baseline,2,2.5508137941360474,0.025210410356521606,0.10546875,0.00390625,0.10546875,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138240.0
multi_entity,32,specialized_core,2,2.6851272732019424,0.03843943774700165,0.10546875,0.00390625,0.10546875,0.00390625,0.08623962616547942,0.0,1.5742541924118996,1.8006990551948547,0.2936470340937376,0.7989927567541599,0.0,136064.0
