task_type,delay_tokens,variant,seed,steps,parameter_count,final_train_loss,final_val_loss,final_val_ce_loss,final_answer_token_accuracy,final_answer_exact_accuracy,final_val_structural_energy,final_val_drift_loss,final_core_norm_mean,final_core_slot_norm_std,final_attractor_distance,final_slot_diversity_loss,final_slot_balance_loss,core_trace_path
multi_entity,32,specialized_core,42,300,131264,3.3445003032684326,3.1772676408290863,3.1632317900657654,0.125,0.125,0.3063422292470932,0.0,3.4808497726917267,3.15998911857605,0.5534819141030312,0.895907387137413,0.10153477732092142,outputs\experiments\routing_probe_balance\core_traces\delay32_specialized_core_seed42.json
multi_entity,32,specialized_core,43,300,131264,3.464339017868042,3.2550447583198547,3.243393659591675,0.15625,0.15625,0.3246775008738041,0.0,3.4823605716228485,3.3965644538402557,0.5698047652840614,0.6468077525496483,0.10366104450076818,outputs\experiments\routing_probe_balance\core_traces\delay32_specialized_core_seed43.json
