task_type,delay_tokens,variant,runs,mean_val_ce_loss,std_val_ce_loss,mean_answer_token_accuracy,std_answer_token_accuracy,mean_answer_exact_accuracy,std_answer_exact_accuracy,mean_val_structural_energy,mean_val_drift_loss,mean_core_norm_mean,mean_core_slot_norm_std,mean_attractor_distance,mean_slot_diversity_loss,mean_parameter_count
multi_entity,1024,specialized_core,3,4.0937916879300715,0.0003255541309636416,0.17578125,0.010961886875314282,0.022135416666666668,0.0018414239093399675,0.2469603032977493,0.0,3.239846119174251,5.305438783433702,0.4969482824758247,1.36828682665661e-06,1287936.0
multi_entity,1024,specialized_core_dynamics,3,4.093768914540608,0.0002512660765086889,0.16634114583333334,0.006193456246888167,0.020182291666666668,0.0024359748611809512,0.2797926156609147,0.00804917072808301,3.931766814655728,5.2090092235141325,0.49784461270879815,9.781135140150986e-06,1287936.0
