delay_tokens,variant,seed,trace_count,slot_count,slot_usage_entropy,normalized_slot_usage_entropy,dominant_slot_fraction,mean_slot_routing_entropy,mean_offdiag_cosine,max_offdiag_cosine,min_offdiag_cosine,mean_slot_norm_std,mean_core_norm
1024,specialized_core_dynamics,42,4,4,-0.0,-0.0,1.0,0.1281051080612956,0.00014650374473566176,0.002174198639202623,-0.0026938205158510108,4.506711349028556,3.9139302372932434
1024,specialized_core_dynamics,43,4,4,-0.0,-0.0,1.0,0.10806943758696963,0.0010039450307147782,0.006316865791990355,-0.001113575714604486,4.530701561767674,3.8635992407798767
1024,specialized_core_dynamics,44,4,4,-0.0,-0.0,1.0,0.09810001963210468,0.0023024588990808613,0.010461522888735307,-0.002040768418736296,4.495950981309721,4.017804861068726
1024,specialized_core,42,4,4,-0.0,-0.0,1.0,0.11227749053780105,0.0005617294371878329,0.0024733112052354603,2.4716828178575057e-05,4.613598013996372,3.2518474459648132
1024,specialized_core,43,4,4,-0.0,-0.0,1.0,0.08446153494181943,0.0007509402923174423,0.0029363093365788657,-0.00015580481105453752,4.61512076414546,3.1701778769493103
1024,specialized_core,44,4,4,-0.0,-0.0,1.0,0.10275679596343856,0.0005398406591168614,0.00290093531225422,-0.0006806598315022324,4.555125232623066,3.297478675842285
