task_type,delay_tokens,variant,seed,steps,parameter_count,final_train_loss,final_val_loss,final_val_ce_loss,final_answer_token_accuracy,final_answer_exact_accuracy,final_val_structural_energy,final_val_drift_loss,final_core_norm_mean,final_core_slot_norm_std,final_attractor_distance,final_slot_diversity_loss,final_slot_balance_loss,core_trace_path,checkpoint_path,best_checkpoint_path
multi_entity,32,specialized_core,42,300,136064,2.8824613094329834,2.685433328151703,2.683958023786545,0.1171875,0.1171875,0.06187260989099741,0.0,0.9237537607550621,1.8203279078006744,0.24874198623001575,0.14753044955432415,0.0,outputs\experiments\phaseG_counterfactual_replay_top1_formal\baseline_slots16\core_traces\delay32_specialized_core_seed42.json,outputs\experiments\phaseG_counterfactual_replay_top1_formal\baseline_slots16\checkpoints\delay32_specialized_core_seed42_final.pt,outputs\experiments\phaseG_counterfactual_replay_top1_formal\baseline_slots16\checkpoints\delay32_specialized_core_seed42_best.pt
multi_entity,32,specialized_core,43,300,136064,2.802772283554077,2.6306374073028564,2.629462480545044,0.125,0.125,0.06171161402016878,0.0,0.9301641508936882,1.8138222843408585,0.24841819889843464,0.11749482899904251,0.0,outputs\experiments\phaseG_counterfactual_replay_top1_formal\baseline_slots16\core_traces\delay32_specialized_core_seed43.json,outputs\experiments\phaseG_counterfactual_replay_top1_formal\baseline_slots16\checkpoints\delay32_specialized_core_seed43_final.pt,outputs\experiments\phaseG_counterfactual_replay_top1_formal\baseline_slots16\checkpoints\delay32_specialized_core_seed43_best.pt
