task_type,delay_tokens,variant,runs,mean_val_ce_loss,std_val_ce_loss,mean_answer_token_accuracy,std_answer_token_accuracy,mean_answer_exact_accuracy,std_answer_exact_accuracy,mean_val_structural_energy,mean_val_drift_loss,mean_core_norm_mean,mean_core_slot_norm_std,mean_attractor_distance,mean_slot_diversity_loss,mean_slot_balance_loss,mean_parameter_count
multi_entity,32,specialized_core,2,3.7583103477954865,0.06393292546272278,0.01171875,0.01171875,0.01171875,0.01171875,0.08452431857585907,0.0,1.5382501184940338,1.7997966930270195,0.29066700115799904,0.8369073867797852,0.0,134336.0
