task_type,delay_tokens,variant,runs,mean_val_ce_loss,std_val_ce_loss,mean_answer_token_accuracy,std_answer_token_accuracy,mean_answer_exact_accuracy,std_answer_exact_accuracy,mean_val_structural_energy,mean_val_drift_loss,mean_core_norm_mean,mean_core_slot_norm_std,mean_attractor_distance,mean_slot_diversity_loss,mean_slot_balance_loss,mean_parameter_count
multi_entity,32,specialized_core,2,2.7623914033174515,0.02284853160381317,0.1171875,0.0078125,0.1171875,0.0078125,0.23979794047772884,0.0,2.5974946320056915,3.381171777844429,0.4896653834730387,0.7832424975931644,0.0,132992.0
