delay_tokens,variant,seed,trace_count,slot_count,slot_usage_entropy,normalized_slot_usage_entropy,dominant_slot_fraction,mean_slot_routing_entropy,mean_slot_read_entropy,mean_offdiag_cosine,max_offdiag_cosine,min_offdiag_cosine,mean_slot_norm_std,mean_core_norm
32,specialized_core,42,32,4,-0.0,-0.0,1.0,0.6560721313905533,0.0004765013645145851,0.8809227950330761,0.9726386377082414,0.7786873944572311,2.7966158153110072,2.685546360909939
32,specialized_core,43,32,4,-0.0,-0.0,1.0,0.2661656391920905,0.0002939899189970493,0.8837639177828311,0.9652880371512058,0.7755237971750848,3.061628584457356,2.5086658746004105
