task_type,delay_tokens,variant,runs,mean_val_ce_loss,std_val_ce_loss,mean_answer_token_accuracy,std_answer_token_accuracy,mean_answer_exact_accuracy,std_answer_exact_accuracy,mean_val_structural_energy,mean_val_drift_loss,mean_core_norm_mean,mean_core_slot_norm_std,mean_attractor_distance,mean_slot_diversity_loss,mean_slot_balance_loss,mean_parameter_count
multi_entity,16,specialized_core,1,20.620433807373047,0.0,0.0,0.0,0.0,0.0,0.0037655277410522103,0.0,0.34693631529808044,0.013090015854686499,0.06136387027800083,0.9540941715240479,2.1048292353498255e-07,36288.0
