task_type,delay_tokens,variant,seed,steps,parameter_count,final_train_loss,final_val_loss,final_val_ce_loss,final_answer_token_accuracy,final_answer_exact_accuracy,final_val_structural_energy,final_val_drift_loss,final_core_norm_mean,final_core_slot_norm_std,final_attractor_distance,final_slot_diversity_loss,final_slot_balance_loss,core_trace_path
multi_entity,32,specialized_core,42,300,131264,3.912381649017334,3.809020906686783,3.801753431558609,0.0,0.0,0.26408519595861435,0.0,2.83426433801651,3.4386397302150726,0.5138922035694122,0.7267436757683754,0.0,outputs\experiments\phaseG_position_perturbation_formal\remember_random\soft\specialized_core\slots_4\core_traces\delay32_specialized_core_seed42.json
multi_entity,32,specialized_core,43,300,131264,3.9785075187683105,3.7451654076576233,3.7395542562007904,0.046875,0.046875,0.2629970908164978,0.0,2.828985631465912,3.430952936410904,0.5128324031829834,0.561114676296711,0.0,outputs\experiments\phaseG_position_perturbation_formal\remember_random\soft\specialized_core\slots_4\core_traces\delay32_specialized_core_seed43.json
