task_type,delay_tokens,variant,seed,steps,parameter_count,final_train_loss,final_val_loss,final_val_ce_loss,final_answer_token_accuracy,final_answer_exact_accuracy,final_val_structural_energy,final_val_drift_loss,final_core_norm_mean,final_core_slot_norm_std,final_attractor_distance,core_trace_path
multi_entity,512,baseline,42,3000,1198080,4.035638809204102,4.032305985689163,4.032305985689163,0.1044921875,0.00390625,0.0,0.0,0.0,0.0,0.0,outputs\experiments\phaseF_curriculum_formal\level1\core_traces\delay512_baseline_seed42.json
multi_entity,512,persistent_core,42,3000,1188608,4.031659126281738,4.0297470688819885,4.0297470688819885,0.2685546875,0.052734375,0.9818824902176857,0.0,11.21075189113617,0.0002277713138028048,0.9908998385071754,outputs\experiments\phaseF_curriculum_formal\level1\core_traces\delay512_persistent_core_seed42.json
multi_entity,512,core_dynamics,42,3000,1188608,4.031517028808594,4.030019015073776,4.030019015073776,0.27734375,0.060546875,1.0731681883335114,0.009981595445424318,11.720304071903229,0.0004776821970153833,0.9809395112097263,outputs\experiments\phaseF_curriculum_formal\level1\core_traces\delay512_core_dynamics_seed42.json
multi_entity,512,svf,42,3000,1188608,4.033814430236816,4.032076299190521,4.030742347240448,0.2802734375,0.06640625,0.3649319000542164,0.009876458963844925,6.834555298089981,0.005586608138401061,0.5854826346039772,outputs\experiments\phaseF_curriculum_formal\level1\core_traces\delay512_svf_seed42.json
multi_entity,512,baseline,43,3000,1198080,4.035707473754883,4.031658738851547,4.031658738851547,0.1435546875,0.017578125,0.0,0.0,0.0,0.0,0.0,outputs\experiments\phaseF_curriculum_formal\level1\core_traces\delay512_baseline_seed43.json
multi_entity,512,persistent_core,43,3000,1188608,4.030153274536133,4.029674261808395,4.029674261808395,0.287109375,0.087890625,0.9633799344301224,0.0,11.10462200641632,0.0002584730464150198,0.9815191887319088,outputs\experiments\phaseF_curriculum_formal\level1\core_traces\delay512_persistent_core_seed43.json
multi_entity,512,core_dynamics,43,3000,1188608,4.029607772827148,4.029613196849823,4.029613196849823,0.306640625,0.107421875,1.0761565938591957,0.009982716175727546,11.736611068248749,0.00041872443034662865,0.9878477156162262,outputs\experiments\phaseF_curriculum_formal\level1\core_traces\delay512_core_dynamics_seed43.json
multi_entity,512,svf,43,3000,1188608,4.032060623168945,4.030948489904404,4.029768377542496,0.2265625,0.041015625,0.34308967366814613,0.009919504809658974,6.626855969429016,0.01401856611482799,0.5676185414195061,outputs\experiments\phaseF_curriculum_formal\level1\core_traces\delay512_svf_seed43.json
multi_entity,512,baseline,44,3000,1198080,4.034963130950928,4.032531291246414,4.032531291246414,0.1630859375,0.033203125,0.0,0.0,0.0,0.0,0.0,outputs\experiments\phaseF_curriculum_formal\level1\core_traces\delay512_baseline_seed44.json
multi_entity,512,persistent_core,44,3000,1188608,4.03024435043335,4.029890686273575,4.029890686273575,0.2958984375,0.078125,0.9752530194818974,0.0,11.172841548919678,0.0004345079796621576,0.9875490069389343,outputs\experiments\phaseF_curriculum_formal\level1\core_traces\delay512_persistent_core_seed44.json
multi_entity,512,core_dynamics,44,3000,1188608,4.030243396759033,4.0297887325286865,4.0297887325286865,0.2919921875,0.080078125,1.0884126797318459,0.009984932839870453,11.803254663944244,0.0006544999923789874,0.990928653627634,outputs\experiments\phaseF_curriculum_formal\level1\core_traces\delay512_core_dynamics_seed44.json
multi_entity,512,svf,44,3000,1188608,4.0323333740234375,4.031228095293045,4.029928117990494,0.2939453125,0.08203125,0.3601303193718195,0.009894933842588216,6.7894043028354645,0.02818017464596778,0.5822646245360374,outputs\experiments\phaseF_curriculum_formal\level1\core_traces\delay512_svf_seed44.json
