task_type,delay_tokens,variant,runs,mean_val_ce_loss,std_val_ce_loss,mean_answer_token_accuracy,std_answer_token_accuracy,mean_answer_exact_accuracy,std_answer_exact_accuracy,mean_val_structural_energy,mean_val_drift_loss,mean_core_norm_mean,mean_core_slot_norm_std,mean_attractor_distance,mean_slot_diversity_loss,mean_slot_balance_loss,mean_parameter_count
multi_entity,32,specialized_core,2,3.1801915168762207,0.029999971389770508,0.1640625,0.03125,0.1640625,0.03125,0.23766915500164032,0.0,2.3736477196216583,3.5730223953723907,0.48749682679772377,0.0520886261947453,0.0,131264.0
