delay_tokens,variant,seed,trace_count,slot_count,slot_usage_entropy,normalized_slot_usage_entropy,dominant_slot_fraction,mean_slot_routing_entropy,mean_slot_read_entropy,mean_offdiag_cosine,max_offdiag_cosine,min_offdiag_cosine,mean_slot_norm_std,mean_core_norm
32,specialized_core,42,32,4,-0.0,-0.0,1.0,0.508914953908001,1.661867337597708e-05,0.889531634256437,0.975589406871381,0.7751860983534967,2.9102449644153814,2.8879294842481613
32,specialized_core,43,32,4,-0.0,-0.0,1.0,0.3731449282264451,2.974350334830967e-06,0.7567378733808662,0.9711292340659632,0.5727988824985343,2.975767488937111,2.763136737048626
