variant,runs,mean_val_loss,std_val_loss,mean_val_ce_loss,std_val_ce_loss,mean_val_perplexity,std_val_perplexity,mean_train_loss,mean_train_ce_loss,mean_val_conservation_loss,mean_val_drift_loss,mean_val_structural_energy,mean_parameter_count,best_seed,best_val_ce_loss
core_dynamics,3,0.03362160124816,0.002635594107742994,0.03362160124816,0.002635594107742994,1.0341967864566206,0.0027248684902984235,0.046674354622761406,0.046674354622761406,0.058053113892674445,0.0,0.2522972717881203,1245056.0,44,0.030202838592231274
