delay_tokens,variant,seed,trace_count,slot_count,slot_usage_entropy,normalized_slot_usage_entropy,dominant_slot_fraction,mean_offdiag_cosine,max_offdiag_cosine,min_offdiag_cosine,mean_slot_norm_std,mean_core_norm
2048,baseline,42,4,4,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0
2048,baseline,43,4,4,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0
2048,baseline,44,4,4,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0
2048,core_dynamics,42,4,4,-0.0,-0.0,1.0,0.9999922035747674,0.9999986291706899,0.999986322823351,0.00047182708472390207,11.629924774169922
2048,core_dynamics,43,4,4,-0.0,-0.0,1.0,0.9999971807780293,0.9999998458956345,0.9999924446445322,0.0004242297760021583,11.764540672302246
2048,core_dynamics,44,4,4,-0.0,-0.0,1.0,0.9999978415163033,0.9999997421164719,0.999993985724475,0.00047973935162684924,11.772144794464111
2048,persistent_core,42,4,4,-0.0,-0.0,1.0,0.9999918945740808,0.9999977265916639,0.9999853178202774,0.0003138082050759826,11.07568883895874
2048,persistent_core,43,4,4,-0.0,-0.0,1.0,0.9999946770034221,0.9999982614505684,0.9999874301750318,0.0004168089989983373,11.159539461135864
2048,persistent_core,44,4,4,-0.0,-0.0,1.0,0.9999949999627527,0.9999989597808299,0.9999903595341201,0.0003107665339321026,11.074888467788696
2048,svf,42,4,4,-0.0,-0.0,1.0,0.9997909813598063,0.9998125524814276,0.9997614919479956,0.009062994975987077,6.788283467292786
2048,svf,43,4,4,-0.0,-0.0,1.0,0.9997737066969936,0.999811400148228,0.9997365723295596,0.008580095528585381,6.854172110557556
2048,svf,44,4,4,-0.0,-0.0,1.0,0.9997973636566462,0.9998263028622578,0.9997711959887845,0.01244810178981329,6.812610030174255
