delay_tokens,variant,seed,trace_count,slot_count,slot_usage_entropy,normalized_slot_usage_entropy,dominant_slot_fraction,mean_slot_routing_entropy,mean_slot_read_entropy,mean_offdiag_cosine,max_offdiag_cosine,min_offdiag_cosine,mean_slot_norm_std,mean_core_norm
32,specialized_core,42,32,2,-0.0,-0.0,1.0,0.03939407444500269,2.762175689488784e-07,0.15254094670054635,0.17079032562293398,0.13480524862901566,3.5599404219537973,4.279237896203995
32,specialized_core,43,32,2,-0.0,-0.0,1.0,0.017917192999810094,4.146050249275285e-06,0.0783227076298455,0.08937878194224216,0.06952231507169168,3.611864344216883,4.213448733091354
