task_type,delay_tokens,variant,seed,steps,parameter_count,final_train_loss,final_val_loss,final_val_ce_loss,final_answer_token_accuracy,final_answer_exact_accuracy,final_val_structural_energy,final_val_drift_loss,final_core_norm_mean,final_core_slot_norm_std,final_attractor_distance,final_slot_diversity_loss,final_slot_balance_loss,core_trace_path
multi_entity,32,specialized_core,42,300,130752,3.3483240604400635,3.175327181816101,3.1750975251197815,0.1328125,0.1328125,0.4843154512345791,0.0,4.27983546257019,5.035701811313629,0.6959277391433716,0.022962784627452493,0.0,outputs\experiments\phaseG_slot_scan\specialized_core\nobalance\slots_2\core_traces\delay32_specialized_core_seed42.json
multi_entity,32,specialized_core,43,300,130752,3.3478810787200928,3.131885200738907,3.131823241710663,0.09375,0.09375,0.48116310313344,0.0,4.213186323642731,5.10753720998764,0.6936592012643814,0.006196763541083783,0.0,outputs\experiments\phaseG_slot_scan\specialized_core\nobalance\slots_2\core_traces\delay32_specialized_core_seed43.json
