variant,runs,mean_val_loss,std_val_loss,mean_val_ce_loss,std_val_ce_loss,mean_val_perplexity,std_val_perplexity,mean_train_loss,mean_train_ce_loss,mean_val_conservation_loss,mean_val_drift_loss,mean_val_structural_energy,mean_parameter_count,best_seed,best_val_ce_loss
svf,2,19.01286792755127,1.4418153762817383,19.01286792755127,1.4418153762817383,263961291.57962605,221203903.83016422,18.655040740966797,18.655040740966797,8.420304948231205e-05,0.0005074066430097446,0.009454564191401005,38880.0,43,17.57105255126953
baseline,2,19.090139389038086,1.5743408203125,19.090139389038086,1.5743408203125,262812075.35324824,222353120.05654204,18.82277774810791,18.82277774810791,0.0,0.0,0.0,23840.0,43,17.515798568725586
