task_type,delay_tokens,variant,seed,steps,parameter_count,final_train_loss,final_val_loss,final_val_ce_loss,final_answer_token_accuracy,final_answer_exact_accuracy,final_val_structural_energy,final_val_drift_loss,final_core_norm_mean,final_core_slot_norm_std,final_attractor_distance,core_trace_path
multi_entity,1024,baseline,42,3000,1274400,4.060111999511719,4.056381172604031,4.056381172604031,0.0908203125,0.013671875,0.0,0.0,0.0,0.0,0.0,outputs\experiments\phaseF_curriculum_formal\level3\core_traces\delay1024_baseline_seed42.json
multi_entity,1024,persistent_core,42,3000,1256448,4.055614471435547,4.053384648429023,4.053384648429023,0.0986328125,0.013671875,0.9792701105276743,0.0,11.195828278859457,0.0005728469340182426,0.9895807802677155,outputs\experiments\phaseF_curriculum_formal\level3\core_traces\delay1024_persistent_core_seed42.json
multi_entity,1024,core_dynamics,42,3000,1256448,4.055543899536133,4.053474982579549,4.053474982579549,0.099609375,0.013671875,1.0782962044080098,0.009975644759833813,11.748273054758707,0.0004976939720412096,0.9866029057237837,outputs\experiments\phaseF_curriculum_formal\level3\core_traces\delay1024_core_dynamics_seed42.json
multi_entity,1024,svf,42,3000,1256448,4.058100700378418,4.0547506014506025,4.053676764170329,0.099609375,0.013671875,0.3271218521727456,0.009857783973630931,6.4708113935258655,0.015171791530317731,0.5543229977289835,outputs\experiments\phaseF_curriculum_formal\level3\core_traces\delay1024_svf_seed42.json
multi_entity,1024,baseline,43,3000,1274400,4.058261871337891,4.055528905656603,4.055528905656603,0.1279296875,0.01953125,0.0,0.0,0.0,0.0,0.0,outputs\experiments\phaseF_curriculum_formal\level3\core_traces\delay1024_baseline_seed43.json
multi_entity,1024,persistent_core,43,3000,1256448,4.054533004760742,4.053511248694526,4.053511248694526,0.0908203125,0.0,0.9703406393527985,0.0,11.144666883680555,0.0002347562751512871,0.9850587017006345,outputs\experiments\phaseF_curriculum_formal\level3\core_traces\delay1024_persistent_core_seed43.json
multi_entity,1024,core_dynamics,43,3000,1256448,4.054707050323486,4.053571780522664,4.053571780522664,0.0888671875,0.0,1.0786955290370517,0.009968549478799105,11.750447962019178,0.000292971317927974,0.9879840413729349,outputs\experiments\phaseF_curriculum_formal\level3\core_traces\delay1024_core_dynamics_seed43.json
multi_entity,1024,svf,43,3000,1256448,4.0567626953125,4.055331283145481,4.054273499382867,0.0908203125,0.0,0.32457287940714097,0.009838699828833342,6.4455578327178955,0.010912583571755223,0.5526330967744192,outputs\experiments\phaseF_curriculum_formal\level3\core_traces\delay1024_svf_seed43.json
multi_entity,1024,baseline,44,3000,1274400,4.057896614074707,4.0555464426676435,4.0555464426676435,0.0986328125,0.013671875,0.0,0.0,0.0,0.0,0.0,outputs\experiments\phaseF_curriculum_formal\level3\core_traces\delay1024_baseline_seed44.json
multi_entity,1024,persistent_core,44,3000,1256448,4.055473327636719,4.053980059093899,4.053980059093899,0.0947265625,0.0078125,0.9746992422474755,0.0,11.169668992360434,0.0004646791575295437,0.9872685836421119,outputs\experiments\phaseF_curriculum_formal\level3\core_traces\delay1024_persistent_core_seed44.json
multi_entity,1024,core_dynamics,44,3000,1256448,4.055863857269287,4.054260174433391,4.054260174433391,0.0947265625,0.0078125,1.0857071942753262,0.00997591122157044,11.788575649261475,0.0005181617032374359,0.9909460180335574,outputs\experiments\phaseF_curriculum_formal\level3\core_traces\delay1024_core_dynamics_seed44.json
multi_entity,1024,svf,44,3000,1256448,4.057384967803955,4.056124024920994,4.055051618152195,0.1064453125,0.0078125,0.3267961260345247,0.009868942822019259,6.467592769198948,0.013107394230448537,0.555811282661226,outputs\experiments\phaseF_curriculum_formal\level3\core_traces\delay1024_svf_seed44.json
