task_type,delay_tokens,variant,seed,steps,parameter_count,final_train_loss,final_val_loss,final_val_ce_loss,final_answer_token_accuracy,final_answer_exact_accuracy,final_val_structural_energy,final_val_drift_loss,final_core_norm_mean,final_core_slot_norm_std,final_attractor_distance,final_slot_diversity_loss,final_slot_balance_loss,core_trace_path,checkpoint_path,best_checkpoint_path
multi_entity,8,specialized_core,42,20,37568,20.760562896728516,20.065013885498047,20.055654525756836,0.0,0.0,0.0029561035335063934,0.0,0.30739492177963257,0.01048285886645317,0.05437006056308746,0.9358766376972198,0.0,outputs\experiments\smoke_counterfactual_replay\core_traces\delay8_specialized_core_seed42.json,outputs\experiments\smoke_counterfactual_replay\checkpoints\delay8_specialized_core_seed42_final.pt,outputs\experiments\smoke_counterfactual_replay\checkpoints\delay8_specialized_core_seed42_best.pt
