task_type,delay_tokens,variant,seed,steps,parameter_count,final_train_loss,final_val_loss,final_val_ce_loss,final_answer_token_accuracy,final_answer_exact_accuracy,final_val_structural_energy,final_val_drift_loss,final_core_norm_mean,final_core_slot_norm_std,final_attractor_distance,final_slot_diversity_loss,final_slot_balance_loss,core_trace_path,checkpoint_path,best_checkpoint_path
multi_entity,8,baseline,7,2,38016,32.6624870300293,32.04041576385498,32.04041576385498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
multi_entity,8,specialized_core,7,2,37568,21.115882873535156,21.424823760986328,21.415608406066895,0.0,0.0,0.0026878464268520474,0.0,0.2930971384048462,0.010577283799648285,0.051844436675310135,0.9215136766433716,0.0,,,
