task_type,delay_tokens,variant,runs,mean_val_ce_loss,std_val_ce_loss,mean_answer_token_accuracy,std_answer_token_accuracy,mean_answer_exact_accuracy,std_answer_exact_accuracy,mean_val_structural_energy,mean_val_drift_loss,mean_core_norm_mean,mean_core_slot_norm_std,mean_attractor_distance,mean_slot_diversity_loss,mean_slot_balance_loss,mean_parameter_count
multi_entity,8,specialized_core,1,21.415608406066895,0.0,0.0,0.0,0.0,0.0,0.0026878464268520474,0.0,0.2930971384048462,0.010577283799648285,0.051844436675310135,0.9215136766433716,0.0,37568.0
multi_entity,8,baseline,1,32.04041576385498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38016.0
