task_type,delay_tokens,variant,runs,mean_val_ce_loss,std_val_ce_loss,mean_answer_token_accuracy,std_answer_token_accuracy,mean_answer_exact_accuracy,std_answer_exact_accuracy,mean_val_structural_energy,mean_val_drift_loss,mean_core_norm_mean,mean_core_slot_norm_std,mean_attractor_distance,mean_parameter_count
multi_entity,512,persistent_core,1,59.32923889160156,0.0,0.0,0.0,0.0,0.0,0.006202967371791601,0.0,0.8907409906387329,0.005135020241141319,0.07875891774892807,1188608.0
multi_entity,512,baseline,1,67.79084014892578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1198080.0
