variant,seed,steps,tokenizer,train_tokens,val_tokens,parameter_count,final_train_loss,final_train_ce_loss,final_val_loss,final_val_ce_loss,final_val_perplexity,final_val_conservation_loss,final_val_drift_loss,final_val_structural_energy,checkpoint_path,best_checkpoint_path
baseline,42,15000,bpe,3396348,178735,1315440,0.16871553659439087,0.16871553659439087,0.13776118755340577,0.13776118755340577,1.1477014321570993,0.0,0.0,0.0,outputs\experiments\phase3_strict_phase1_parammatch\checkpoints\baseline_seed42_final.pt,outputs\experiments\phase3_strict_phase1_parammatch\checkpoints\baseline_seed42_best.pt
svf,42,15000,bpe,3396348,178735,1292928,0.06642617285251617,0.0661245733499527,0.047559190238825974,0.04728437184821814,1.048420107855977,0.026693889312446116,0.007879602257162333,0.18745669052004815,outputs\experiments\phase3_strict_phase1_parammatch\checkpoints\svf_seed42_final.pt,outputs\experiments\phase3_strict_phase1_parammatch\checkpoints\svf_seed42_best.pt
baseline,43,15000,bpe,3396348,178735,1315440,0.15858891606330872,0.15858891606330872,0.136669297516346,0.136669297516346,1.1464489523073789,0.0,0.0,0.0,outputs\experiments\phase3_strict_phase1_parammatch\checkpoints\baseline_seed43_final.pt,outputs\experiments\phase3_strict_phase1_parammatch\checkpoints\baseline_seed43_best.pt
svf,43,15000,bpe,3396348,178735,1292928,0.077426016330719,0.0771762877702713,0.03716175619047135,0.03689975751331076,1.0375890051228123,0.02558427918702364,0.006156040192581713,0.18919031769037248,outputs\experiments\phase3_strict_phase1_parammatch\checkpoints\svf_seed43_final.pt,outputs\experiments\phase3_strict_phase1_parammatch\checkpoints\svf_seed43_best.pt
baseline,44,15000,bpe,3396348,178735,1315440,0.1854841262102127,0.1854841262102127,0.132393778860569,0.132393778860569,1.1415577520837457,0.0,0.0,0.0,outputs\experiments\phase3_strict_phase1_parammatch\checkpoints\baseline_seed44_final.pt,outputs\experiments\phase3_strict_phase1_parammatch\checkpoints\baseline_seed44_best.pt
svf,44,15000,bpe,3396348,178735,1292928,0.08068083971738815,0.08041056245565414,0.04624162709806114,0.04595600839238614,1.0470283494834745,0.027889010217040777,0.006728024850599468,0.1929384060204029,outputs\experiments\phase3_strict_phase1_parammatch\checkpoints\svf_seed44_final.pt,outputs\experiments\phase3_strict_phase1_parammatch\checkpoints\svf_seed44_best.pt
