task_type,delay_tokens,variant,runs,mean_val_ce_loss,std_val_ce_loss,mean_answer_token_accuracy,std_answer_token_accuracy,mean_answer_exact_accuracy,std_answer_exact_accuracy,mean_val_structural_energy,mean_val_drift_loss,mean_core_norm_mean,mean_core_slot_norm_std,mean_attractor_distance,mean_slot_diversity_loss,mean_parameter_count
multi_entity,512,specialized_core,1,59.33685302734375,0.0,0.0,0.0,0.0,0.0,0.001250231172889471,0.0,0.3998100757598877,0.014716757461428642,0.03535861149430275,0.8303217887878418,1222400.0
