task_type,delay_tokens,variant,seed,steps,parameter_count,final_train_loss,final_val_loss,final_val_ce_loss,final_answer_token_accuracy,final_answer_exact_accuracy,final_val_structural_energy,final_val_drift_loss,final_core_norm_mean,final_core_slot_norm_std,final_attractor_distance,core_trace_path
multi_entity,4096,baseline,42,1,1639400,71.78315734863281,68.58165550231934,68.58165550231934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,outputs\experiments\phaseE_batch_fix_smoke\core_traces\delay4096_baseline_seed42.json
multi_entity,4096,persistent_core,42,1,1649664,64.99312591552734,62.081098556518555,62.081098556518555,0.0,0.0,0.005809568159747869,0.0,0.8622724786400795,0.008280021895188838,0.07621748559176922,outputs\experiments\phaseE_batch_fix_smoke\core_traces\delay4096_persistent_core_seed42.json
