task_type,delay_tokens,variant,runs,mean_val_ce_loss,std_val_ce_loss,mean_answer_token_accuracy,std_answer_token_accuracy,mean_answer_exact_accuracy,std_answer_exact_accuracy,mean_val_structural_energy,mean_val_drift_loss,mean_core_norm_mean,mean_core_slot_norm_std,mean_attractor_distance,mean_parameter_count
multi_entity,4096,persistent_core,1,62.081098556518555,0.0,0.0,0.0,0.0,0.0,0.005809568159747869,0.0,0.8622724786400795,0.008280021895188838,0.07621748559176922,1649664.0
multi_entity,4096,baseline,1,68.58165550231934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1639400.0
