task_type,delay_tokens,variant,runs,mean_val_ce_loss,std_val_ce_loss,mean_answer_token_accuracy,std_answer_token_accuracy,mean_answer_exact_accuracy,std_answer_exact_accuracy,mean_val_structural_energy,mean_val_drift_loss,mean_core_norm_mean,mean_core_slot_norm_std,mean_attractor_distance,mean_slot_diversity_loss,mean_parameter_count
multi_entity,512,specialized_core_dynamics,3,4.029340128103892,0.0009114193614014361,0.2975260416666667,0.055439934685787735,0.09114583333333333,0.04545184811382047,0.28129701502621174,0.00796811212785542,3.8534048249324164,5.311244020859401,0.499700078740716,7.239433815679301e-06,1222400.0
multi_entity,512,specialized_core,3,4.029781957467397,0.0007375814132762209,0.2724609375,0.034508279147946574,0.07096354166666667,0.027125868041666223,0.24674236277739206,0.0,3.221319302916527,5.317175418138504,0.49672714062035084,5.044092641052582e-06,1222400.0
