task_type,delay_tokens,variant,seed,steps,parameter_count,final_train_loss,final_val_loss,final_val_ce_loss,final_answer_token_accuracy,final_answer_exact_accuracy,final_val_structural_energy,final_val_drift_loss,final_core_norm_mean,final_core_slot_norm_std,final_attractor_distance,final_slot_diversity_loss,final_slot_balance_loss,core_trace_path
multi_entity,32,specialized_core,42,300,130752,3.3444783687591553,3.163551241159439,3.163551241159439,0.1328125,0.1328125,0.4806532450020313,0.0,4.1851489543914795,5.147092759609222,0.6932915672659874,8.3831796615641e-08,0.0,outputs\experiments\phaseG_rank_study_formal_top1\specialized_core\nobalance_top1\slots_2\core_traces\delay32_specialized_core_seed42.json
multi_entity,32,specialized_core,43,300,130752,3.309713363647461,3.0915490090847015,3.0915490090847015,0.1015625,0.1015625,0.4802842177450657,0.0,4.161321461200714,5.181032776832581,0.6930253878235817,1.3409250669838002e-06,0.0,outputs\experiments\phaseG_rank_study_formal_top1\specialized_core\nobalance_top1\slots_2\core_traces\delay32_specialized_core_seed43.json
