task_type,delay_tokens,variant,seed,steps,parameter_count,final_train_loss,final_val_loss,final_val_ce_loss,final_answer_token_accuracy,final_answer_exact_accuracy,final_val_structural_energy,final_val_drift_loss,final_core_norm_mean,final_core_slot_norm_std,final_attractor_distance,final_slot_diversity_loss,final_slot_balance_loss,core_trace_path
multi_entity,32,specialized_core,42,300,136064,3.31317138671875,3.0873688757419586,3.0792108476161957,0.109375,0.109375,0.08935627713799477,0.0,1.5752340704202652,1.8582856506109238,0.2989251986145973,0.8158004879951477,0.0,outputs\experiments\phaseG_multifield_shuffle_fields_formal\shuffle_fields\soft\specialized_core\slots_16\core_traces\delay32_specialized_core_seed42.json
multi_entity,32,specialized_core,43,300,136064,3.24079966545105,3.0497368574142456,3.04189795255661,0.09375,0.09375,0.09606014844030142,0.0,1.6532073467969894,1.908480852842331,0.30993570014834404,0.7838892713189125,0.0,outputs\experiments\phaseG_multifield_shuffle_fields_formal\shuffle_fields\soft\specialized_core\slots_16\core_traces\delay32_specialized_core_seed43.json
