task_type,delay_tokens,variant,runs,mean_val_ce_loss,std_val_ce_loss,mean_answer_token_accuracy,std_answer_token_accuracy,mean_answer_exact_accuracy,std_answer_exact_accuracy,mean_val_structural_energy,mean_val_drift_loss,mean_core_norm_mean,mean_core_slot_norm_std,mean_attractor_distance,mean_slot_diversity_loss,mean_slot_balance_loss,mean_parameter_count
multi_entity,32,baseline,2,2.9278550148010254,0.012136787176132202,0.12109375,0.00390625,0.12109375,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138240.0
multi_entity,32,specialized_core,2,3.060554400086403,0.018656447529792786,0.1015625,0.0078125,0.1015625,0.0078125,0.09270821278914809,0.0,1.6142207086086273,1.8833832517266273,0.3044304493814707,0.7998448796570301,0.0,136064.0
