task_type,delay_tokens,variant,seed,steps,parameter_count,final_train_loss,final_val_loss,final_val_ce_loss,final_answer_token_accuracy,final_answer_exact_accuracy,final_val_structural_energy,final_val_drift_loss,final_core_norm_mean,final_core_slot_norm_std,final_attractor_distance,core_trace_path
multi_entity,32,baseline,42,2,1131552,56.67500686645508,46.72699737548828,46.72699737548828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,outputs\experiments\phaseE_smoke_recall\core_traces\delay32_baseline_seed42.json
multi_entity,32,persistent_core,42,2,1129472,56.44041061401367,50.23349380493164,50.23349380493164,0.0,0.0,0.010596176609396935,0.0,1.1638738512992859,0.01054714247584343,0.1029377244412899,outputs\experiments\phaseE_smoke_recall\core_traces\delay32_persistent_core_seed42.json
