task_type,delay_tokens,variant,runs,mean_val_ce_loss,std_val_ce_loss,mean_answer_token_accuracy,std_answer_token_accuracy,mean_answer_exact_accuracy,std_answer_exact_accuracy,mean_val_structural_energy,mean_val_drift_loss,mean_core_norm_mean,mean_core_slot_norm_std,mean_attractor_distance,mean_parameter_count
multi_entity,32,baseline,1,46.72699737548828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1131552.0
multi_entity,32,persistent_core,1,50.23349380493164,0.0,0.0,0.0,0.0,0.0,0.010596176609396935,0.0,1.1638738512992859,0.01054714247584343,0.1029377244412899,1129472.0
